path	proposed_owner	migration_rule
web/src/lib/components/kit/Dialog.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/kit/Field.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/kit/Menu.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/kit/Select.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/kit/StatusBadge.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/kit/Table.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/kit/TextInput.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/kit/field-context.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/kit/focus-trap.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/kit/id.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/kit/index.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/kit/tone.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/workbench/ContainerStatusBlock.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/workbench/NarrativeBlock.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/workbench/ObjectiveBlock.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/workbench/SectionDivider.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/workbench/SiemQueryBlock.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/workbench/StepBlock.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/workbench/TerminalBlock.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/workbench/WorkbenchStatusBar.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/container-state.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/markdown.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/session.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/stores/lab.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/stores/preferences.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/stores/ui.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/time.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/types.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/routes/+error.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/routes/+layout.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/routes/+layout.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/routes/+page.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/routes/+page.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/routes/config/+page.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/routes/config/+page.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/routes/scenarios/[id]/+page.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/routes/scenarios/[id]/+page.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/routes/terminal/[container]/+page.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/svelte.config.js	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/tests/components/ConfigSummaryList.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/KillConfirmDialog.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/LabStartNotice.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/LabStatusBadge.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/LocalUseNoticeDialog.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/NavBar.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/PrivacyDetailsPanel.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/ScenarioCard.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/SettingsDialog.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/Terminal.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/Badge.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/Button.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/Dialog.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/Field.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/Menu.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/Select.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/StatusBadge.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/Table.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/TextInput.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/fixtures/DialogHarness.svelte	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/fixtures/FieldHarness.svelte	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/fixtures/SelectHarness.svelte	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/fixtures/TableHarness.svelte	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/fixtures/TextInputHarness.svelte	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/focus-trap.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/helpers.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/kit/tone.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/components/workbench/blocks.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/lib/api.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/lib/bff.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/lib/container-state.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/lib/markdown.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/lib/preferences.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/lib/routes.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/lib/session.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/lib/stores.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/lib/time.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/lib/ui.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/routes/config-page.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
web/tests/routes/fixtures/LayoutHarness.svelte	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
